"","Time_Interval","number_of_pickups","wDay","bikes_pickups","Rain.x","hour","Rain.y","Rain"
"266",2014-07-03 19:45:00,40,"weekday",32,1,"19:45",1,"1"
"267",2014-07-03 20:00:00,29,"weekday",22,0,"20:00",0,"0"
"268",2014-07-03 20:15:00,29,"weekday",3,0,"20:15",0,"0"
"269",2014-07-03 20:30:00,30,"weekday",1,0,"20:30",0,"0"
"270",2014-07-03 20:45:00,28,"weekday",1,0,"20:45",0,"0"
"271",2014-07-03 21:00:00,26,"weekday",3,0,"21:00",0,"0"
"272",2014-07-03 21:15:00,29,"weekday",8,0,"21:15",0,"0"
"273",2014-07-03 21:30:00,19,"weekday",10,0,"21:30",0,"0"
"274",2014-07-03 21:45:00,20,"weekday",9,0,"21:45",0,"0"
"275",2014-07-03 22:00:00,15,"weekday",11,0,"22:00",0,"0"
"276",2014-07-03 22:15:00,18,"weekday",6,0,"22:15",0,"0"
"277",2014-07-03 22:30:00,14,"weekday",6,0,"22:30",0,"0"
"278",2014-07-03 22:45:00,11,"weekday",16,0,"22:45",0,"0"
"279",2014-07-03 23:00:00,10,"weekday",7,1,"23:00",1,"1"
"280",2014-07-03 23:15:00,7,"weekday",8,1,"23:15",1,"1"
"281",2014-07-03 23:30:00,6,"weekday",10,1,"23:30",1,"1"
"282",2014-07-03 23:45:00,9,"weekday",9,1,"23:45",1,"1"
"283",2014-07-04 00:00:00,6,"weekend",15,0,"00:00",0,"0"
"284",2014-07-04 00:15:00,3,"weekend",9,0,"00:15",0,"0"
"285",2014-07-04 00:30:00,2,"weekend",4,0,"00:30",0,"0"
"286",2014-07-04 00:45:00,6,"weekend",10,0,"00:45",0,"0"
"287",2014-07-04 01:00:00,4,"weekend",2,0,"01:00",0,"0"
"288",2014-07-04 01:15:00,3,"weekend",4,0,"01:15",0,"0"
"289",2014-07-04 01:30:00,8,"weekend",3,0,"01:30",0,"0"
"290",2014-07-04 01:45:00,5,"weekend",6,0,"01:45",0,"0"
"291",2014-07-04 02:00:00,2,"weekend",2,0,"02:00",0,"0"
"292",2014-07-04 02:15:00,2,"weekend",2,0,"02:15",0,"0"
"293",2014-07-04 02:30:00,3,"weekend",2,0,"02:30",0,"0"
"294",2014-07-04 02:45:00,3,"weekend",3,0,"02:45",0,"0"
"295",2014-07-04 03:00:00,1,"weekend",47,0,"03:00",0,"0"
"296",2014-07-04 03:15:00,3,"weekend",2,0,"03:15",0,"0"
"297",2014-07-04 03:30:00,2,"weekend",47,0,"03:30",0,"0"
"298",2014-07-04 03:45:00,7,"weekend",2,0,"03:45",0,"0"
"299",2014-07-04 04:00:00,4,"weekend",2,1,"04:00",1,"1"
"300",2014-07-04 04:15:00,6,"weekend",2,1,"04:15",1,"1"
"301",2014-07-04 04:30:00,2,"weekend",47,1,"04:30",1,"1"
"302",2014-07-04 04:45:00,5,"weekend",4,1,"04:45",1,"1"
"303",2014-07-04 05:00:00,8,"weekend",47,1,"05:00",1,"1"
"304",2014-07-04 05:15:00,3,"weekend",47,1,"05:15",1,"1"
"305",2014-07-04 05:30:00,5,"weekend",2,1,"05:30",1,"1"
"306",2014-07-04 05:45:00,6,"weekend",3,1,"05:45",1,"1"
"307",2014-07-04 06:00:00,4,"weekend",47,1,"06:00",1,"1"
"308",2014-07-04 06:15:00,6,"weekend",4,1,"06:15",1,"1"
"309",2014-07-04 06:30:00,6,"weekend",5,1,"06:30",1,"1"
"310",2014-07-04 06:45:00,3,"weekend",8,1,"06:45",1,"1"
"311",2014-07-04 07:00:00,4,"weekend",8,1,"07:00",1,"1"
"312",2014-07-04 07:15:00,6,"weekend",13,1,"07:15",1,"1"
"313",2014-07-04 07:30:00,6,"weekend",12,1,"07:30",1,"1"
"314",2014-07-04 07:45:00,5,"weekend",14,1,"07:45",1,"1"
"315",2014-07-04 08:00:00,11,"weekend",21,1,"08:00",1,"1"
"316",2014-07-04 08:15:00,10,"weekend",20,1,"08:15",1,"1"
"317",2014-07-04 08:30:00,9,"weekend",17,1,"08:30",1,"1"
"318",2014-07-04 08:45:00,3,"weekend",14,1,"08:45",1,"1"
"319",2014-07-04 09:00:00,4,"weekend",17,1,"09:00",1,"1"
"320",2014-07-04 09:15:00,6,"weekend",17,1,"09:15",1,"1"
"321",2014-07-04 09:30:00,13,"weekend",20,1,"09:30",1,"1"
"322",2014-07-04 09:45:00,10,"weekend",23,1,"09:45",1,"1"
"323",2014-07-04 10:00:00,13,"weekend",37,0,"10:00",0,"0"
"324",2014-07-04 10:15:00,8,"weekend",36,0,"10:15",0,"0"
"325",2014-07-04 10:30:00,11,"weekend",32,0,"10:30",0,"0"
"326",2014-07-04 10:45:00,12,"weekend",51,0,"10:45",0,"0"
"327",2014-07-04 11:00:00,21,"weekend",35,0,"11:00",0,"0"
"328",2014-07-04 11:15:00,7,"weekend",38,0,"11:15",0,"0"
"329",2014-07-04 11:30:00,11,"weekend",53,0,"11:30",0,"0"
"330",2014-07-04 11:45:00,11,"weekend",51,0,"11:45",0,"0"
"331",2014-07-04 12:00:00,19,"weekend",25,1,"12:00",1,"1"
"332",2014-07-04 12:15:00,12,"weekend",28,1,"12:15",1,"1"
"333",2014-07-04 12:30:00,10,"weekend",26,1,"12:30",1,"1"
"334",2014-07-04 12:45:00,20,"weekend",27,1,"12:45",1,"1"
"335",2014-07-04 13:00:00,17,"weekend",16,1,"13:00",1,"1"
"336",2014-07-04 13:15:00,11,"weekend",5,1,"13:15",1,"1"
"337",2014-07-04 13:30:00,13,"weekend",18,1,"13:30",1,"1"
"338",2014-07-04 13:45:00,12,"weekend",15,1,"13:45",1,"1"
"339",2014-07-04 14:00:00,16,"weekend",10,0,"14:00",0,"0"
"340",2014-07-04 14:15:00,15,"weekend",15,0,"14:15",0,"0"
"341",2014-07-04 14:30:00,18,"weekend",11,0,"14:30",0,"0"
"342",2014-07-04 14:45:00,18,"weekend",6,0,"14:45",0,"0"
"343",2014-07-04 15:00:00,20,"weekend",11,1,"15:00",1,"1"
"344",2014-07-04 15:15:00,17,"weekend",21,1,"15:15",1,"1"
"345",2014-07-04 15:30:00,8,"weekend",18,1,"15:30",1,"1"
"346",2014-07-04 15:45:00,12,"weekend",16,1,"15:45",1,"1"
"347",2014-07-04 16:00:00,13,"weekend",17,1,"16:00",1,"1"
"348",2014-07-04 16:15:00,8,"weekend",6,1,"16:15",1,"1"
"349",2014-07-04 16:30:00,14,"weekend",19,1,"16:30",1,"1"
"350",2014-07-04 16:45:00,16,"weekend",12,1,"16:45",1,"1"
"351",2014-07-04 17:00:00,10,"weekend",25,1,"17:00",1,"1"
"352",2014-07-04 17:15:00,12,"weekend",24,1,"17:15",1,"1"
"353",2014-07-04 17:30:00,9,"weekend",20,1,"17:30",1,"1"
"354",2014-07-04 17:45:00,12,"weekend",23,1,"17:45",1,"1"
"355",2014-07-04 18:00:00,17,"weekend",27,1,"18:00",1,"1"
"356",2014-07-04 18:15:00,13,"weekend",27,1,"18:15",1,"1"
"357",2014-07-04 18:30:00,13,"weekend",32,1,"18:30",1,"1"
"358",2014-07-04 18:45:00,14,"weekend",27,1,"18:45",1,"1"
"359",2014-07-04 19:00:00,13,"weekend",34,0,"19:00",0,"0"
"360",2014-07-04 19:15:00,16,"weekend",30,0,"19:15",0,"0"
"361",2014-07-04 19:30:00,11,"weekend",20,0,"19:30",0,"0"
"362",2014-07-04 19:45:00,11,"weekend",30,0,"19:45",0,"0"
"363",2014-07-04 20:00:00,13,"weekend",33,0,"20:00",0,"0"
"364",2014-07-04 20:15:00,12,"weekend",34,0,"20:15",0,"0"
"365",2014-07-04 20:30:00,10,"weekend",40,0,"20:30",0,"0"
